,Company,Date,Employees
7,8,2011-04-21,0
8,9,2011-04-21,0
9,10,2011-04-21,0
10,11,2011-04-21,0
11,12,2011-04-21,0
0,1,2011-04-22,0
1,2,2011-04-22,0
2,3,2011-04-22,0
3,4,2011-04-22,0
4,5,2011-04-22,0
5,6,2011-04-22,0
6,7,2011-04-22,0
7,8,2011-04-22,0
8,9,2011-04-22,0
9,10,2011-04-22,0
10,11,2011-04-22,0
11,12,2011-04-22,0
0,1,2011-04-23,0
1,2,2011-04-23,0
2,3,2011-04-23,0
3,4,2011-04-23,0
4,5,2011-04-23,0
5,6,2011-04-23,0
6,7,2011-04-23,0
7,8,2011-04-23,0
8,9,2011-04-23,0
9,10,2011-04-23,0
10,11,2011-04-23,0
11,12,2011-04-23,0
0,1,2011-04-24,0
1,2,2011-04-24,0
2,3,2011-04-24,0
3,4,2011-04-24,0
4,5,2011-04-24,0
5,6,2011-04-24,0
6,7,2011-04-24,0
7,8,2011-04-24,0
8,9,2011-04-24,0
9,10,2011-04-24,0
10,11,2011-04-24,0
11,12,2011-04-24,0
0,1,2011-04-25,29
1,2,2011-04-25,19
2,3,2011-04-25,7
3,4,2011-04-25,4
4,5,2011-04-25,5
5,6,2011-04-25,4
6,7,2011-04-25,5
7,8,2011-04-25,2
8,9,2011-04-25,5
9,10,2011-04-25,0
10,11,2011-04-25,0
11,12,2011-04-25,0
0,1,2011-04-26,3
1,2,2011-04-26,0
2,3,2011-04-26,3
3,4,2011-04-26,0
4,5,2011-04-26,0
5,6,2011-04-26,0
6,7,2011-04-26,1
7,8,2011-04-26,1
8,9,2011-04-26,0
9,10,2011-04-26,0
10,11,2011-04-26,0
11,12,2011-04-26,0
0,1,2011-04-27,4
1,2,2011-04-27,0
2,3,2011-04-27,0
3,4,2011-04-27,0
4,5,2011-04-27,1
5,6,2011-04-27,0
6,7,2011-04-27,0
7,8,2011-04-27,0
8,9,2011-04-27,0
9,10,2011-04-27,0
10,11,2011-04-27,0
11,12,2011-04-27,0
0,1,2011-04-28,2
1,2,2011-04-28,0
2,3,2011-04-28,0
3,4,2011-04-28,0
4,5,2011-04-28,1
5,6,2011-04-28,0
6,7,2011-04-28,0
7,8,2011-04-28,0
8,9,2011-04-28,0
9,10,2011-04-28,0
10,11,2011-04-28,0
11,12,2011-04-28,0
0,1,2011-04-29,0
1,2,2011-04-29,0
2,3,2011-04-29,0
3,4,2011-04-29,0
4,5,2011-04-29,0
5,6,2011-04-29,0
6,7,2011-04-29,0
7,8,2011-04-29,0
8,9,2011-04-29,0
9,10,2011-04-29,0
10,11,2011-04-29,0
11,12,2011-04-29,0
0,1,2011-04-30,0
1,2,2011-04-30,0
2,3,2011-04-30,0
3,4,2011-04-30,0
4,5,2011-04-30,0
5,6,2011-04-30,0
6,7,2011-04-30,0
7,8,2011-04-30,0
8,9,2011-04-30,0
9,10,2011-04-30,0
10,11,2011-04-30,0
11,12,2011-04-30,0
0,1,2011-05-01,0
1,2,2011-05-01,0
2,3,2011-05-01,0
3,4,2011-05-01,0
4,5,2011-05-01,0
5,6,2011-05-01,0
6,7,2011-05-01,0
7,8,2011-05-01,0
8,9,2011-05-01,0
9,10,2011-05-01,0
10,11,2011-05-01,0
11,12,2011-05-01,0
0,1,2011-05-02,25
1,2,2011-05-02,7
2,3,2011-05-02,8
3,4,2011-05-02,3
4,5,2011-05-02,4
5,6,2011-05-02,5
6,7,2011-05-02,7
7,8,2011-05-02,3
8,9,2011-05-02,5
9,10,2011-05-02,3
10,11,2011-05-02,0
11,12,2011-05-02,0
0,1,2011-05-03,3
1,2,2011-05-03,2
2,3,2011-05-03,1
3,4,2011-05-03,0
4,5,2011-05-03,3
5,6,2011-05-03,0
6,7,2011-05-03,1
7,8,2011-05-03,1
8,9,2011-05-03,0
9,10,2011-05-03,0
10,11,2011-05-03,0
11,12,2011-05-03,0
0,1,2011-05-04,0
1,2,2011-05-04,2
2,3,2011-05-04,3
3,4,2011-05-04,0
4,5,2011-05-04,0
5,6,2011-05-04,1
6,7,2011-05-04,0
7,8,2011-05-04,0
8,9,2011-05-04,0
9,10,2011-05-04,0
10,11,2011-05-04,0
11,12,2011-05-04,0
0,1,2011-05-05,3
1,2,2011-05-05,0
2,3,2011-05-05,0
3,4,2011-05-05,0
4,5,2011-05-05,0
5,6,2011-05-05,0
6,7,2011-05-05,0
7,8,2011-05-05,0
8,9,2011-05-05,0
9,10,2011-05-05,0
10,11,2011-05-05,0
11,12,2011-05-05,0
0,1,2011-05-06,0
1,2,2011-05-06,0
2,3,2011-05-06,0
3,4,2011-05-06,0
4,5,2011-05-06,0
5,6,2011-05-06,0
6,7,2011-05-06,0
7,8,2011-05-06,0
8,9,2011-05-06,0
9,10,2011-05-06,0
10,11,2011-05-06,0
11,12,2011-05-06,0
0,1,2011-05-07,0
1,2,2011-05-07,0
2,3,2011-05-07,0
3,4,2011-05-07,0
4,5,2011-05-07,0
5,6,2011-05-07,0
6,7,2011-05-07,0
7,8,2011-05-07,0
8,9,2011-05-07,0
9,10,2011-05-07,0
10,11,2011-05-07,0
11,12,2011-05-07,0
0,1,2011-05-08,0
1,2,2011-05-08,0
2,3,2011-05-08,0
3,4,2011-05-08,0
4,5,2011-05-08,0
5,6,2011-05-08,0
6,7,2011-05-08,0
7,8,2011-05-08,0
8,9,2011-05-08,0
9,10,2011-05-08,0
10,11,2011-05-08,0
11,12,2011-05-08,0
0,1,2011-05-09,33
1,2,2011-05-09,8
2,3,2011-05-09,11
3,4,2011-05-09,4
4,5,2011-05-09,2
5,6,2011-05-09,3
6,7,2011-05-09,3
7,8,2011-05-09,1
8,9,2011-05-09,2
9,10,2011-05-09,3
10,11,2011-05-09,0
11,12,2011-05-09,0
0,1,2011-05-10,1
1,2,2011-05-10,3
2,3,2011-05-10,0
3,4,2011-05-10,1
4,5,2011-05-10,0
5,6,2011-05-10,1
6,7,2011-05-10,0
7,8,2011-05-10,0
8,9,2011-05-10,0
9,10,2011-05-10,0
10,11,2011-05-10,0
11,12,2011-05-10,0
0,1,2011-05-11,5
1,2,2011-05-11,2
2,3,2011-05-11,1
3,4,2011-05-11,0
4,5,2011-05-11,0
5,6,2011-05-11,2
6,7,2011-05-11,0
7,8,2011-05-11,0
8,9,2011-05-11,0
9,10,2011-05-11,0
10,11,2011-05-11,0
11,12,2011-05-11,0
0,1,2011-05-12,1
1,2,2011-05-12,0
2,3,2011-05-12,1
3,4,2011-05-12,1
4,5,2011-05-12,0
5,6,2011-05-12,0
6,7,2011-05-12,0
7,8,2011-05-12,0
8,9,2011-05-12,0
9,10,2011-05-12,0
10,11,2011-05-12,0
11,12,2011-05-12,0
0,1,2011-05-13,0
1,2,2011-05-13,0
2,3,2011-05-13,0
3,4,2011-05-13,0
4,5,2011-05-13,0
5,6,2011-05-13,0
6,7,2011-05-13,0
7,8,2011-05-13,0
8,9,2011-05-13,0
9,10,2011-05-13,0
10,11,2011-05-13,0
11,12,2011-05-13,0
0,1,2011-05-14,0
1,2,2011-05-14,0
2,3,2011-05-14,0
3,4,2011-05-14,0
4,5,2011-05-14,0
5,6,2011-05-14,0
6,7,2011-05-14,0
7,8,2011-05-14,0
8,9,2011-05-14,0
9,10,2011-05-14,0
10,11,2011-05-14,0
11,12,2011-05-14,0
0,1,2011-05-15,0
1,2,2011-05-15,0
2,3,2011-05-15,0
3,4,2011-05-15,0
4,5,2011-05-15,0
5,6,2011-05-15,0
6,7,2011-05-15,0
7,8,2011-05-15,0
8,9,2011-05-15,0
9,10,2011-05-15,0
10,11,2011-05-15,0
11,12,2011-05-15,0
0,1,2011-05-16,31
1,2,2011-05-16,14
2,3,2011-05-16,4
3,4,2011-05-16,7
4,5,2011-05-16,5
5,6,2011-05-16,6
6,7,2011-05-16,4
7,8,2011-05-16,2
8,9,2011-05-16,2
9,10,2011-05-16,4
10,11,2011-05-16,0
11,12,2011-05-16,1
0,1,2011-05-17,1
1,2,2011-05-17,1
2,3,2011-05-17,0
3,4,2011-05-17,0
4,5,2011-05-17,0
5,6,2011-05-17,1
6,7,2011-05-17,0
7,8,2011-05-17,1
8,9,2011-05-17,1
9,10,2011-05-17,0
10,11,2011-05-17,0
11,12,2011-05-17,0
0,1,2011-05-18,4
1,2,2011-05-18,0
2,3,2011-05-18,0
3,4,2011-05-18,0
4,5,2011-05-18,1
5,6,2011-05-18,1
6,7,2011-05-18,1
7,8,2011-05-18,0
8,9,2011-05-18,0
9,10,2011-05-18,0
10,11,2011-05-18,0
11,12,2011-05-18,0
0,1,2011-05-19,1
1,2,2011-05-19,0
2,3,2011-05-19,0
3,4,2011-05-19,0
4,5,2011-05-19,0
5,6,2011-05-19,0
6,7,2011-05-19,0
7,8,2011-05-19,0
8,9,2011-05-19,0
9,10,2011-05-19,0
10,11,2011-05-19,0
11,12,2011-05-19,0
0,1,2011-05-20,0
1,2,2011-05-20,0
2,3,2011-05-20,0
3,4,2011-05-20,0
4,5,2011-05-20,0
5,6,2011-05-20,0
6,7,2011-05-20,0
7,8,2011-05-20,0
8,9,2011-05-20,0
9,10,2011-05-20,0
10,11,2011-05-20,0
11,12,2011-05-20,0
0,1,2011-05-21,0
1,2,2011-05-21,0
2,3,2011-05-21,0
3,4,2011-05-21,0
4,5,2011-05-21,0
5,6,2011-05-21,0
6,7,2011-05-21,0
7,8,2011-05-21,0
8,9,2011-05-21,0
9,10,2011-05-21,0
10,11,2011-05-21,0
11,12,2011-05-21,0
0,1,2011-05-22,0
1,2,2011-05-22,0
2,3,2011-05-22,0
3,4,2011-05-22,0
4,5,2011-05-22,0
5,6,2011-05-22,0
6,7,2011-05-22,0
7,8,2011-05-22,0
8,9,2011-05-22,0
9,10,2011-05-22,0
10,11,2011-05-22,0
11,12,2011-05-22,0
0,1,2011-05-23,32
1,2,2011-05-23,16
2,3,2011-05-23,10
3,4,2011-05-23,11
4,5,2011-05-23,7
5,6,2011-05-23,5
6,7,2011-05-23,3
7,8,2011-05-23,5
8,9,2011-05-23,5
9,10,2011-05-23,3
10,11,2011-05-23,0
11,12,2011-05-23,0
0,1,2011-05-24,1
1,2,2011-05-24,2
2,3,2011-05-24,1
3,4,2011-05-24,0
4,5,2011-05-24,2
5,6,2011-05-24,1
6,7,2011-05-24,1
7,8,2011-05-24,0
8,9,2011-05-24,0
9,10,2011-05-24,1
10,11,2011-05-24,0
11,12,2011-05-24,0
0,1,2011-05-25,0
1,2,2011-05-25,1
2,3,2011-05-25,1
3,4,2011-05-25,1
4,5,2011-05-25,0
5,6,2011-05-25,0
6,7,2011-05-25,0
7,8,2011-05-25,0
8,9,2011-05-25,0
9,10,2011-05-25,0
10,11,2011-05-25,0
11,12,2011-05-25,0
0,1,2011-05-26,1
1,2,2011-05-26,0
2,3,2011-05-26,0
3,4,2011-05-26,0
4,5,2011-05-26,0
5,6,2011-05-26,0
6,7,2011-05-26,0
7,8,2011-05-26,0
8,9,2011-05-26,0
9,10,2011-05-26,0
10,11,2011-05-26,0
11,12,2011-05-26,0
0,1,2011-05-27,0
1,2,2011-05-27,0
2,3,2011-05-27,0
3,4,2011-05-27,0
4,5,2011-05-27,0
5,6,2011-05-27,0
6,7,2011-05-27,0
7,8,2011-05-27,0
8,9,2011-05-27,0
9,10,2011-05-27,0
10,11,2011-05-27,0
11,12,2011-05-27,0
0,1,2011-05-28,0
1,2,2011-05-28,0
2,3,2011-05-28,0
3,4,2011-05-28,0
4,5,2011-05-28,0
5,6,2011-05-28,0
6,7,2011-05-28,0
7,8,2011-05-28,0
8,9,2011-05-28,0
9,10,2011-05-28,0
10,11,2011-05-28,0
11,12,2011-05-28,0
0,1,2011-05-29,0
1,2,2011-05-29,0
2,3,2011-05-29,0
3,4,2011-05-29,0
4,5,2011-05-29,0
5,6,2011-05-29,0
6,7,2011-05-29,0
7,8,2011-05-29,0
8,9,2011-05-29,0
9,10,2011-05-29,0
10,11,2011-05-29,0
11,12,2011-05-29,0
0,1,2011-05-30,0
1,2,2011-05-30,0
2,3,2011-05-30,0
3,4,2011-05-30,0
4,5,2011-05-30,0
5,6,2011-05-30,0
6,7,2011-05-30,0
7,8,2011-05-30,0
8,9,2011-05-30,0
9,10,2011-05-30,0
10,11,2011-05-30,0
11,12,2011-05-30,0
0,1,2011-05-31,31
1,2,2011-05-31,14
2,3,2011-05-31,10
3,4,2011-05-31,8
4,5,2011-05-31,5
5,6,2011-05-31,3
6,7,2011-05-31,7
7,8,2011-05-31,3
8,9,2011-05-31,2
9,10,2011-05-31,3
10,11,2011-05-31,0
11,12,2011-05-31,0
0,1,2011-06-01,3
1,2,2011-06-01,1
2,3,2011-06-01,2
3,4,2011-06-01,0
4,5,2011-06-01,3
5,6,2011-06-01,1
6,7,2011-06-01,0
7,8,2011-06-01,0
8,9,2011-06-01,0
9,10,2011-06-01,0
10,11,2011-06-01,0
11,12,2011-06-01,0
0,1,2011-06-02,0
1,2,2011-06-02,1
2,3,2011-06-02,0
3,4,2011-06-02,0
4,5,2011-06-02,0
5,6,2011-06-02,0
6,7,2011-06-02,0
7,8,2011-06-02,0
8,9,2011-06-02,0
9,10,2011-06-02,0
10,11,2011-06-02,0
11,12,2011-06-02,0
0,1,2011-06-03,0
1,2,2011-06-03,0
2,3,2011-06-03,0
3,4,2011-06-03,0
4,5,2011-06-03,0
5,6,2011-06-03,0
6,7,2011-06-03,0
7,8,2011-06-03,0
8,9,2011-06-03,0
9,10,2011-06-03,0
10,11,2011-06-03,0
11,12,2011-06-03,0
0,1,2011-06-04,0
1,2,2011-06-04,0
2,3,2011-06-04,0
3,4,2011-06-04,0
4,5,2011-06-04,0
5,6,2011-06-04,0
6,7,2011-06-04,0
7,8,2011-06-04,0
8,9,2011-06-04,0
9,10,2011-06-04,0
10,11,2011-06-04,0
11,12,2011-06-04,0
0,1,2011-06-05,0
1,2,2011-06-05,0
2,3,2011-06-05,0
3,4,2011-06-05,0
4,5,2011-06-05,0
5,6,2011-06-05,0
6,7,2011-06-05,0
7,8,2011-06-05,0
8,9,2011-06-05,0
9,10,2011-06-05,0
10,11,2011-06-05,0
11,12,2011-06-05,0
0,1,2011-06-06,28
1,2,2011-06-06,18
2,3,2011-06-06,15
3,4,2011-06-06,7
4,5,2011-06-06,8
5,6,2011-06-06,2
6,7,2011-06-06,4
7,8,2011-06-06,4
8,9,2011-06-06,5
9,10,2011-06-06,1
10,11,2011-06-06,0
11,12,2011-06-06,1
0,1,2011-06-07,5
1,2,2011-06-07,1
2,3,2011-06-07,0
3,4,2011-06-07,0
4,5,2011-06-07,0
5,6,2011-06-07,0
6,7,2011-06-07,0
7,8,2011-06-07,0
8,9,2011-06-07,1
9,10,2011-06-07,0
10,11,2011-06-07,0
11,12,2011-06-07,0
0,1,2011-06-08,4
1,2,2011-06-08,1
2,3,2011-06-08,0
3,4,2011-06-08,0
4,5,2011-06-08,2
5,6,2011-06-08,0
6,7,2011-06-08,0
7,8,2011-06-08,0
8,9,2011-06-08,0
9,10,2011-06-08,0
10,11,2011-06-08,0
11,12,2011-06-08,0
0,1,2011-06-09,1
1,2,2011-06-09,1
2,3,2011-06-09,0
3,4,2011-06-09,0
4,5,2011-06-09,0
5,6,2011-06-09,0
6,7,2011-06-09,0
7,8,2011-06-09,0
8,9,2011-06-09,0
9,10,2011-06-09,0
10,11,2011-06-09,0
11,12,2011-06-09,0
0,1,2011-06-10,0
1,2,2011-06-10,0
2,3,2011-06-10,0
3,4,2011-06-10,0
4,5,2011-06-10,0
5,6,2011-06-10,0
6,7,2011-06-10,0
7,8,2011-06-10,0
8,9,2011-06-10,0
9,10,2011-06-10,0
10,11,2011-06-10,0
11,12,2011-06-10,0
0,1,2011-06-11,0
1,2,2011-06-11,0
2,3,2011-06-11,0
3,4,2011-06-11,0
4,5,2011-06-11,0
5,6,2011-06-11,0
6,7,2011-06-11,0
7,8,2011-06-11,0
8,9,2011-06-11,0
9,10,2011-06-11,0
10,11,2011-06-11,0
11,12,2011-06-11,0
0,1,2011-06-12,0
1,2,2011-06-12,0
2,3,2011-06-12,0
3,4,2011-06-12,0
4,5,2011-06-12,0
5,6,2011-06-12,0
6,7,2011-06-12,0
7,8,2011-06-12,0
8,9,2011-06-12,0
9,10,2011-06-12,0
10,11,2011-06-12,0
11,12,2011-06-12,0
0,1,2011-06-13,29
1,2,2011-06-13,15
2,3,2011-06-13,8
3,4,2011-06-13,6
4,5,2011-06-13,8
5,6,2011-06-13,5
6,7,2011-06-13,1
7,8,2011-06-13,1
8,9,2011-06-13,3
9,10,2011-06-13,3
10,11,2011-06-13,0
11,12,2011-06-13,0
0,1,2011-06-14,2
1,2,2011-06-14,2
2,3,2011-06-14,0
3,4,2011-06-14,0
4,5,2011-06-14,1
5,6,2011-06-14,0
6,7,2011-06-14,1
7,8,2011-06-14,0
8,9,2011-06-14,0
9,10,2011-06-14,1
10,11,2011-06-14,0
11,12,2011-06-14,0
0,1,2011-06-15,1
1,2,2011-06-15,2
2,3,2011-06-15,2
3,4,2011-06-15,2
4,5,2011-06-15,0
5,6,2011-06-15,1
6,7,2011-06-15,0
7,8,2011-06-15,0
8,9,2011-06-15,0
9,10,2011-06-15,0
10,11,2011-06-15,0
11,12,2011-06-15,0
0,1,2011-06-16,0
1,2,2011-06-16,1
2,3,2011-06-16,0
3,4,2011-06-16,0
4,5,2011-06-16,0
5,6,2011-06-16,0
6,7,2011-06-16,1
7,8,2011-06-16,0
8,9,2011-06-16,0
9,10,2011-06-16,0
10,11,2011-06-16,0
11,12,2011-06-16,0
0,1,2011-06-17,0
1,2,2011-06-17,0
2,3,2011-06-17,0
3,4,2011-06-17,0
4,5,2011-06-17,0
5,6,2011-06-17,0
6,7,2011-06-17,0
7,8,2011-06-17,0
8,9,2011-06-17,0
9,10,2011-06-17,0
10,11,2011-06-17,0
11,12,2011-06-17,0
0,1,2011-06-18,0
1,2,2011-06-18,0
2,3,2011-06-18,0
3,4,2011-06-18,0
4,5,2011-06-18,0
5,6,2011-06-18,0
6,7,2011-06-18,0
7,8,2011-06-18,0
8,9,2011-06-18,0
9,10,2011-06-18,0
10,11,2011-06-18,0
11,12,2011-06-18,0
0,1,2011-06-19,0
1,2,2011-06-19,0
2,3,2011-06-19,0
3,4,2011-06-19,0
4,5,2011-06-19,0
5,6,2011-06-19,0
6,7,2011-06-19,0
7,8,2011-06-19,0
8,9,2011-06-19,0
9,10,2011-06-19,0
10,11,2011-06-19,0
11,12,2011-06-19,0
0,1,2011-06-20,29
1,2,2011-06-20,11
2,3,2011-06-20,8
3,4,2011-06-20,11
4,5,2011-06-20,3
5,6,2011-06-20,5
6,7,2011-06-20,6
7,8,2011-06-20,4
8,9,2011-06-20,1
9,10,2011-06-20,4
10,11,2011-06-20,0
11,12,2011-06-20,1
0,1,2011-06-21,4
1,2,2011-06-21,4
2,3,2011-06-21,1
3,4,2011-06-21,0
4,5,2011-06-21,0
5,6,2011-06-21,0
6,7,2011-06-21,0
7,8,2011-06-21,0
8,9,2011-06-21,0
9,10,2011-06-21,0
10,11,2011-06-21,0
11,12,2011-06-21,0
0,1,2011-06-22,1
1,2,2011-06-22,1
2,3,2011-06-22,0
3,4,2011-06-22,0
4,5,2011-06-22,0
5,6,2011-06-22,1
6,7,2011-06-22,1
7,8,2011-06-22,0
8,9,2011-06-22,0
9,10,2011-06-22,0
10,11,2011-06-22,0
11,12,2011-06-22,0
0,1,2011-06-23,2
1,2,2011-06-23,0
2,3,2011-06-23,0
3,4,2011-06-23,0
4,5,2011-06-23,0
5,6,2011-06-23,0
6,7,2011-06-23,1
7,8,2011-06-23,0
8,9,2011-06-23,0
9,10,2011-06-23,0
10,11,2011-06-23,0
11,12,2011-06-23,0
0,1,2011-06-24,0
1,2,2011-06-24,0
2,3,2011-06-24,0
3,4,2011-06-24,0
4,5,2011-06-24,0
5,6,2011-06-24,0
6,7,2011-06-24,0
7,8,2011-06-24,0
8,9,2011-06-24,0
9,10,2011-06-24,0
10,11,2011-06-24,0
11,12,2011-06-24,0
0,1,2011-06-25,0
1,2,2011-06-25,0
2,3,2011-06-25,0
3,4,2011-06-25,0
4,5,2011-06-25,0
5,6,2011-06-25,0
6,7,2011-06-25,0
7,8,2011-06-25,0
8,9,2011-06-25,0
9,10,2011-06-25,0
10,11,2011-06-25,0
11,12,2011-06-25,0
0,1,2011-06-26,0
1,2,2011-06-26,0
2,3,2011-06-26,0
3,4,2011-06-26,0
4,5,2011-06-26,0
5,6,2011-06-26,0
6,7,2011-06-26,0
7,8,2011-06-26,0
8,9,2011-06-26,0
9,10,2011-06-26,0
10,11,2011-06-26,0
11,12,2011-06-26,0
0,1,2011-06-27,22
1,2,2011-06-27,9
2,3,2011-06-27,4
3,4,2011-06-27,5
4,5,2011-06-27,12
5,6,2011-06-27,7
6,7,2011-06-27,3
7,8,2011-06-27,3
8,9,2011-06-27,3
9,10,2011-06-27,3
10,11,2011-06-27,0
11,12,2011-06-27,0
0,1,2011-06-28,5
1,2,2011-06-28,2
2,3,2011-06-28,3
3,4,2011-06-28,2
4,5,2011-06-28,3
5,6,2011-06-28,1
6,7,2011-06-28,0
7,8,2011-06-28,0
8,9,2011-06-28,0
9,10,2011-06-28,0
10,11,2011-06-28,0
11,12,2011-06-28,0
0,1,2011-06-29,1
1,2,2011-06-29,1
2,3,2011-06-29,0
3,4,2011-06-29,0
4,5,2011-06-29,1
5,6,2011-06-29,0
6,7,2011-06-29,1
7,8,2011-06-29,0
8,9,2011-06-29,0
9,10,2011-06-29,0
10,11,2011-06-29,0
11,12,2011-06-29,0
0,1,2011-06-30,2
1,2,2011-06-30,1
2,3,2011-06-30,0
3,4,2011-06-30,0
4,5,2011-06-30,0
5,6,2011-06-30,0
6,7,2011-06-30,0
7,8,2011-06-30,0
8,9,2011-06-30,1
9,10,2011-06-30,0
10,11,2011-06-30,0
11,12,2011-06-30,0
0,1,2011-07-01,0
1,2,2011-07-01,0
2,3,2011-07-01,0
3,4,2011-07-01,0
4,5,2011-07-01,0
5,6,2011-07-01,0
6,7,2011-07-01,0
7,8,2011-07-01,0
8,9,2011-07-01,0
9,10,2011-07-01,0
10,11,2011-07-01,0
11,12,2011-07-01,0
0,1,2011-07-02,0
1,2,2011-07-02,0
2,3,2011-07-02,0
3,4,2011-07-02,0
4,5,2011-07-02,0
5,6,2011-07-02,0
6,7,2011-07-02,0
7,8,2011-07-02,0
8,9,2011-07-02,0
9,10,2011-07-02,0
10,11,2011-07-02,0
11,12,2011-07-02,0
0,1,2011-07-03,0
1,2,2011-07-03,0
2,3,2011-07-03,0
3,4,2011-07-03,0
4,5,2011-07-03,0
5,6,2011-07-03,0
6,7,2011-07-03,0
7,8,2011-07-03,0
8,9,2011-07-03,0
9,10,2011-07-03,0
10,11,2011-07-03,0
11,12,2011-07-03,0
0,1,2011-07-04,0
1,2,2011-07-04,0
2,3,2011-07-04,0
3,4,2011-07-04,0
4,5,2011-07-04,0
5,6,2011-07-04,0
6,7,2011-07-04,0
7,8,2011-07-04,0
8,9,2011-07-04,0
9,10,2011-07-04,0
10,11,2011-07-04,0
11,12,2011-07-04,0
0,1,2011-07-05,24
1,2,2011-07-05,8
2,3,2011-07-05,4
3,4,2011-07-05,8
4,5,2011-07-05,4
5,6,2011-07-05,2
6,7,2011-07-05,8
7,8,2011-07-05,4
8,9,2011-07-05,4
9,10,2011-07-05,3
10,11,2011-07-05,0
11,12,2011-07-05,0
0,1,2011-07-06,1
1,2,2011-07-06,0
2,3,2011-07-06,0
3,4,2011-07-06,1
4,5,2011-07-06,0
5,6,2011-07-06,1
6,7,2011-07-06,0
7,8,2011-07-06,0
8,9,2011-07-06,0
9,10,2011-07-06,0
10,11,2011-07-06,0
11,12,2011-07-06,0
0,1,2011-07-07,1
1,2,2011-07-07,0
2,3,2011-07-07,1
3,4,2011-07-07,0
4,5,2011-07-07,0
5,6,2011-07-07,0
6,7,2011-07-07,0
7,8,2011-07-07,0
8,9,2011-07-07,2
9,10,2011-07-07,0
10,11,2011-07-07,0
11,12,2011-07-07,0
0,1,2011-07-08,0
1,2,2011-07-08,0
2,3,2011-07-08,0
3,4,2011-07-08,0
4,5,2011-07-08,0
5,6,2011-07-08,0
6,7,2011-07-08,0
7,8,2011-07-08,0
8,9,2011-07-08,0
9,10,2011-07-08,0
10,11,2011-07-08,0
11,12,2011-07-08,0
0,1,2011-07-09,0
1,2,2011-07-09,0
2,3,2011-07-09,0
3,4,2011-07-09,0
4,5,2011-07-09,0
5,6,2011-07-09,0
6,7,2011-07-09,0
7,8,2011-07-09,0
8,9,2011-07-09,0
9,10,2011-07-09,0
10,11,2011-07-09,0
11,12,2011-07-09,0
0,1,2011-07-10,0
1,2,2011-07-10,0
2,3,2011-07-10,0
3,4,2011-07-10,0
4,5,2011-07-10,0
5,6,2011-07-10,0
6,7,2011-07-10,0
7,8,2011-07-10,0
8,9,2011-07-10,0
9,10,2011-07-10,0
10,11,2011-07-10,0
11,12,2011-07-10,0
0,1,2011-07-11,25
1,2,2011-07-11,20
2,3,2011-07-11,13
3,4,2011-07-11,8
4,5,2011-07-11,2
5,6,2011-07-11,2
6,7,2011-07-11,1
7,8,2011-07-11,5
8,9,2011-07-11,2
9,10,2011-07-11,5
10,11,2011-07-11,0
11,12,2011-07-11,0
0,1,2011-07-12,2
1,2,2011-07-12,2
2,3,2011-07-12,1
3,4,2011-07-12,2
4,5,2011-07-12,0
5,6,2011-07-12,0
6,7,2011-07-12,1
7,8,2011-07-12,0
8,9,2011-07-12,0
9,10,2011-07-12,0
10,11,2011-07-12,0
11,12,2011-07-12,0
0,1,2011-07-13,2
1,2,2011-07-13,0
2,3,2011-07-13,0
3,4,2011-07-13,0
4,5,2011-07-13,0
5,6,2011-07-13,0
6,7,2011-07-13,2
7,8,2011-07-13,0
8,9,2011-07-13,0
9,10,2011-07-13,0
10,11,2011-07-13,0
11,12,2011-07-13,0
0,1,2011-07-14,1
1,2,2011-07-14,0
2,3,2011-07-14,0
3,4,2011-07-14,0
4,5,2011-07-14,0
5,6,2011-07-14,0
6,7,2011-07-14,1
7,8,2011-07-14,0
8,9,2011-07-14,0
9,10,2011-07-14,0
10,11,2011-07-14,0
11,12,2011-07-14,0
0,1,2011-07-15,0
1,2,2011-07-15,0
2,3,2011-07-15,0
3,4,2011-07-15,0
4,5,2011-07-15,0
5,6,2011-07-15,0
6,7,2011-07-15,1
7,8,2011-07-15,0
8,9,2011-07-15,0
9,10,2011-07-15,0
10,11,2011-07-15,0
11,12,2011-07-15,0
0,1,2011-07-16,0
1,2,2011-07-16,0
2,3,2011-07-16,0
3,4,2011-07-16,0
4,5,2011-07-16,0
5,6,2011-07-16,0
6,7,2011-07-16,0
7,8,2011-07-16,0
8,9,2011-07-16,0
9,10,2011-07-16,0
10,11,2011-07-16,0
11,12,2011-07-16,0
0,1,2011-07-17,0
1,2,2011-07-17,0
2,3,2011-07-17,0
3,4,2011-07-17,0
4,5,2011-07-17,0
5,6,2011-07-17,0
6,7,2011-07-17,0
7,8,2011-07-17,0
8,9,2011-07-17,0
9,10,2011-07-17,0
10,11,2011-07-17,0
11,12,2011-07-17,0
0,1,2011-07-18,31
1,2,2011-07-18,13
2,3,2011-07-18,8
3,4,2011-07-18,7
4,5,2011-07-18,6
5,6,2011-07-18,2
6,7,2011-07-18,3
7,8,2011-07-18,4
8,9,2011-07-18,4
9,10,2011-07-18,6
10,11,2011-07-18,0
11,12,2011-07-18,0
0,1,2011-07-19,4
1,2,2011-07-19,1
2,3,2011-07-19,0
3,4,2011-07-19,0
4,5,2011-07-19,0
5,6,2011-07-19,1
6,7,2011-07-19,0
7,8,2011-07-19,0
8,9,2011-07-19,0
9,10,2011-07-19,0
10,11,2011-07-19,0
11,12,2011-07-19,0
0,1,2011-07-20,2
1,2,2011-07-20,1
2,3,2011-07-20,0
